@rowCount	6194
levatura	raising, leaven, yeast	en
leve	left (=not right), light, of little weight, frivolous, trifling	en
level	left	en
levistico	lovage, Levisticum	en
levitar	to levitate	en
levitate	lightness, state of being not heavy), levity	en
levitation	levitation	en
levogyr	levogyrate, levogyre, levogyrous	en
levorso	on the left hand, the left	en
levulosa	levulose	en
lexical	lexical	en
lexico	lexicon	en
lexicographia	lexicography	en
lexicographic	lexicographical	en
lexicographo	lexicographer	en
liaison	liaison	en
libanese	Lebanese	en
Libano	Lebanon	en
libellar	to libel	en
libellista	libeler, libelist	en
libello	libel, lampoon, satire	en
liberal	liberal, generous, broadminded	en
liberalisar	to liberalize, make liberal	en
liberalisation	liberalization	en
liberalismo	liberalism	en
liberalitate	liberality, generosity, broadmindedness	en
liberar	to free, liberate, release	en
liberar de	to free or deliver from	en
liberar un prisionero	to release a prisoner	en
liberation	liberation	en
liberator	liberator	en
libere	free, enjoying liberty, not compelled	en
libere examine	free inquiry	en
libere excambio	free trade	en
libertari	libertarian	en
libertario	libertarian	en
libertarismo	libertarianism	en
libertate	liberty, condition of being free, freedom	en
libertate academic	academic freedom	en
libertate civil	civil liberty	en
libertate de action	liberty of action	en
libertate de conscientia	freedom of religion, conscience	en
libertate del mares	freedom of the seas	en
libertate del pressa	freedom or liberty of the press	en
liberticida	liberticide, one who destroys liberty	en
libertin	libertine	en
libertinage	libertinage	en
libertino	libertine, son of a freedman, freethinker, licentious man	en
liberto	freedman	en
Libra	Libra, Balance	en
libra	pound	en
libra sterling	pound, twenty British shillings	en
libral	libral	en
libreria	library, bookstore	en
librero	bookseller	en
librettista	librettist	en
libretto	libretto	en
libriforme	libriform	en
libro	book	en
libro de cassa	cashbook	en
libro de cocina	cookbook	en
libro de horas	book of hours	en
libro de occasion	secondhand book	en
libro sin interesse	uninteresting book	en
libros canonic	canonical books (of the Bible)	en
libros sibyllin	Sibylline Books	en
Libya	Libya	en
libyan	Libyan	en
libyano	Libyan	en
libyc	Libyan	en
licentia	license, permission, leave licentiate, licentiate’s degree	en
licentia poetic	poetic license	en
licentiamento	licentiation, conferring the licentiate, disbandment (of troops)	en
licentiar	to license, confer the degree of licentiate upon, disband (troops), dismiss, discharge	en
licentiato	licentiate	en
licentiose	licentious	en
licet	licet	en
lichen	lichen	en
lichenoide	lichenoid	en
lichenose	lichenous	en
licite	licit, lawful	en
lictor	lictor	en
lied	lied	en
lieder	lieder	en
lienteria	lientery	en
lienteric	lienteric	en
lift	elevator, lift	en
liga	league	en
ligamento	ligament	en
ligamentose	ligamentous	en
ligamine	tie, bond	en
ligar	to bind, tie	en
ligatura	binding, bookbinding, splice, whipping, ligature	en
lignicole	lignicole, lignicolous	en
lignificar	to lignify	en
lignification	lignification	en
ligniforme	ligniform	en
lignina	lignin	en
lignite	lignite, brown coal	en
ligno	(made of) wood, timber, lumber	en
ligno contraplicate	plywood	en
lignose	ligneous, woody	en
ligure	Ligurian	en
Liguria	Liguria	en
ligustico	lovage	en
ligustro	privet	en
lilac	lilac, lilac-colored	en
liliaceas	Liliaceae	en
liliacee	liliaceous, lily-like	en
lilio	lily	en
lilio de aqua	water lily	en
lilio del valles	lily of the valley	en
lima	file (wood, metal, nail); lime, fruit of the lime	en
limace	snail, slug	en
limaciforme	snail-shaped, limaciform	en
limar	to file, smooth with a file	en
limator	filer, one who smoothes with a file	en
limatura	filing, smoothing with a file, filings, file dust	en
liminar	liminal, opening, preliminary	en
limine	threshold	en
limitabile	limitable	en
limitar	limitary, limiting; to limit	en
limitate	limited, restricted	en
limitation	limitation	en
limitative	limitative	en
limite	limit, boundary	en
limitrophe	limitrophe	en
limitrophe de	adjacent to	en
limon	lemon, fruit of the lemon tree	en
limonada	lemonade	en
limonadero	lemonade vendor	en
limoniero	lemon tree	en
limousine	sedan	en
limousine pullman	limousine	en
limpide	limpid	en
limpiditate	limpidity, limpidness	en
linage interior	underwear	en
linage intime	underwear	en
linage sordide	dirty laundry	en
linea	line, cord, rope, arrangement	en
linea aeree	air line, air connection	en
linea de aqua	water-mark	en
linea de battalia	battle line	en
linea de conducta	line of conduct	en
linea de demarcation	line of demarcation	en
linea de metro	metro line, subway line	en
linea de omnibus	bus line	en
linea de telepherage	telpher line, telpherway	en
linea de tiro	line of fire	en
linea equinoctial	equinoctial line, celestial equator	en
linea isobare	isobaric line, isobar	en
linea telegraphic	telegraph line	en
lineage	ancestry, one’s ancestors viewed as a group	en
lineal	lineal, pertaining to lines	en
lineamento	lineament	en
linear	linear; to line, mark with a line or lines	en
lineetta	short line, dash	en
lingoto	ingot, slug	en
lingua	language, tongue	en
lingua cultural	cultural language	en
lingua de cultura	cultural language	en
lingua de terra	tongue of land	en
lingua fonte	source language	en
lingua foranee	foreign language	en
lingua franc	lingua franca	en
lingua mandarin	Mandarin (language)	en
lingua materne	mother tongue, native language	en
lingua matre	parent language	en
lingua national	national language	en
lingua parlate	spoken language	en
lingua romanic	romance language	en
lingua scripte	written language	en
lingua vulgar	vulgar tongue, vernacular	en
linguage	language, speech	en
linguage familiar	colloquial language	en
linguage per signos	sign language	en
lingual	lingual	en
linguas agglutinante	agglutinative languages	en
linguas creol	Creole languages	en
linguas indochinese	Indo-Chinese languages	en
linguas semitic	Semitic languages	en
linguas slave	Slavonic languages	en
linguas teutonic	Teutonic languages	en
linguetta	languet, languette	en
linguista	linguist	en
linguistic	linguistic	en
linguistica	linguistics	en
linimento	liniment	en
linir	to besmear, anoint	en
lino	flax, fibers of the flax plant	en
linoleum	linoleum	en
linotypia	linotype, linotyping	en
linotypista	linotypist	en
linotypo	linotype	en
liquefacer	to liquefy	en
liquefactibile	liquefiable	en
liquefaction	liquefaction	en
liquefactive	liquefactive	en
liquescer	to become liquid, liquesce	en
liquida	liquid	en
liquidabile	liquefiable, that can be liquidated	en
liquidar	to liquefy, liquidate, sell out, clear, kill off ruthlessly	en
liquidation	liquefaction, liquidation, (clearance) sale	en
liquidator	liquefier, liquidator	en
liquide	liquid (fluid )	en
liquiditate	liquidity	en
liquido	liquid, fluid	en
liquiritia	licorice, glycyrrhiza	en
liquor	liquid, liquor, alcoholic drink, liqueur	en
liquor de cumino	kümmel	en
liquorista	distiller, liquor dealer	en
liquorose	spirituous	en
lira	lira	en
Lisbona	Lisbon	en
lisiamento	smoothing, polishing	en
lisiar	to smooth, polish, make even	en
lisiator	smoother, polisher	en
lisie	smooth, having an even surface, sleek, glossy	en
lista	list, strip, stripe	en
lista civil	Civil List	en
listar	to list, enter in a list	en
litania	litany	en
lite	quarrel, dispute, lawsuit	en
litera	letter, epistle	en
litera patente	letter patent	en
literal	literal	en
literari	literary	en
literate	lettered, versed in letters, educated	en
literatura	literature	en
lithargyro	litharge	en
lithic	lithic (of stone)	en
lithium	lithium	en
lithographia	lithography, lithograph, lithographic printing office	en
lithographiar	to lithograph	en
lithographic	lithographic	en
lithographo	lithographer	en
lithoide	lithoid, stonelike	en
lithosphera	lithosphere	en
litigante	litigant	en
litigar	to litigate	en
litigation	litigation	en
litigio	dispute, quarrel, litigation	en
litigiose	litigious, quarrelsome, disputable, debatable	en
litoral	coast, littoral	en
litore	coast	en
litorina	Litorina, periwinkle	en
litro	liter	en
littera	letter, epistle	en
littera aperte	open letter	en
littera capital	capital letter, capital	en
littera congratulatori	letter of congratulation or felicitation	en
littera de aviso	notification of dispatch, letter of advice	en
littera de cambio	bill of exchange	en
littera de credito	letter of credit	en
littera de introduction	letter of introduction	en
littera de presentation	letter of introduction	en
littera gratulatori	letter of congratulation or good wishes	en
littera minuscule	small or lower case letter	en
littera morte	dead letter	en
littera mute	mute or silent letter	en
littera nasal	nasal letter	en
littera patente	letter patent	en
litteral	literal	en
litterari	literary	en
litteras	letters, literature, learning	en
litteras credential	credential letters, credentials	en
litteras de credentia	credentials	en
litteras human	humane letters, humanities	en
litterate	lettered, versed in letters, educated	en
litteratura	literature	en
litteratura de guerra	war(time) literature	en
lituan	Lithuanian	en
Lituania	Lithuania	en
lituano	Lithuanian (inhabitant of Lithuania, Lithuanian language)	en
liturgia	liturgy	en
liturgic	liturgical, liturgic	en
liturgista	liturgist, authority on liturgies	en
livide	livid	en
lividitate	lividness, lividity	en
Livonia	Livonia	en
livonie	Livonian	en
livonio	Livonian	en
livor	lividness, livor	en
livrar	to deliver, surrender	en
livration	delivery, surrender	en
livrator	delivery man	en
livrea	livery, uniform worn by the servants of a household	en
lobate	lobed, lobate	en
lobo	lobe	en
lobular	lobular	en
lobulate	lobulate	en
lobulo	lobule, lobe (of the ear)	en
local	local; premises, quarters	en
localisar	to localize	en
localisation	localization	en
localitate	locality, spot	en
locar	to place, set (in a particular place), locate, let, rent	en
locatario	renter, lessee, tenant	en
location	location, leasing, rent	en
locative	pertaining to tenancy, rent, rental, locative	en
locativo	locative	en
locator	lessor	en
lock-out	lockout	en
loco	place, locality, position in a series	en
loco commun	commonplace, platitude	en
locomobile	locomobile	en
locomobilitate	locomotivity	en
locomotion	locomotion	en
locomotiva	locomotive	en
locomotive	locomotive	en
locomotor	locomotor	en
locotenente	lieutenant	en
locotenente colonnello	lieutenant colonel	en
locusta	grasshopper, member of the family Acridiidae exclusive of locusts	en
locustides	Locustidae	en
locution	locution	en
logarithmic	logarithmic	en
logarithmo	logarithm	en
logarithmos de Gauss	Gaussian or Gauss’s logarithms	en
loge	box, loge	en
loggia	loggia	en
logia	lodge, loggia, box	en
logic	logical	en
logica	logic	en
logico	logician	en
logomache	logomachic	en
logomachia	logomachy	en
logomachic	logomachic	en
logomacho	logomachist, logomach	en
logos	logos, Logos	en
London	London	en
londonese	London, of London	en
longa	longe, long rope used to guide a horse in training	en
longanime	long-suffering, forbearing	en
longanimitate	long-suffering, forbearance	en
longe	long, far (away), not near	en
longemente	long, for a long time	en
longeve	long-lived	en
longevitate	longevity	en
longitude	length, longitude	en
longitude occidental	west longitude	en
longitudinal	longitudinal	en
longor	length	en
lontan	distant, far-off	en
lontan de esser	far from being	en
loquace	loquacious	en
loquacitate	loquacity	en
lor	their	en
Lord	Lord, member of the House of Lords	en
Lord Mayor	Lord Mayor	en
lore	theirs	en
lorgnette	lorgnette	en
lot	lot, share, portion, allotment	en
lotion	lotion	en
loto	lotus, African water lily	en
lotophage	lotophagous, lotus-eating	en
lotophago	lotus-eater	en
lotteria	lottery	en
lotto	lotto	en
Louis	Louis	en
Louisiana	Louisiana	en
loyal	loyal	en
loyalista	loyalist	en
loyalitate	loyalty	en
lubric	slippery, lubricous, lewd	en
lubricante	lubricant	en
lubricar	to lubricate	en
lubricative	lubricative	en
lubricator	lubricator	en
lubricitate	lubricity, slipperiness, lewdness	en
lubrificante	lubricant	en
lubrificar	to lubricate	en
lubrification	lubrication	en
Luca	Luke	en
lucente	shining, shiny, bright	en
lucentia	lucency	en
lucer	to shine, glitter	en
lucerna	alfalfa, lucerne	en
lucidar	to make clear or lucid	en
lucide	bright, shining, lucid, clear	en
luciditate	lucidity	en
lucrar	to gain, earn as profit	en
lucrative	lucrative	en
lucro	profit, gain, lucre	en
lucrose	lucrative, profitable	en
lucta	wrestling, struggle, fight	en
lucta/combatto inequal	one-sided fight, one-sided striggle	en
luctar	to wrestle, struggle, fight	en
luctar corpore a corpore	to fight hand to hand	en
luctator	wrestler, fighter, (one) fighting	en
lucto	mourning	en
luctuose	mournful	en
ludificar	to ridicule, make game of	en
ludion	Cartesian devil	en
ludo	play, show, (public) games	en
Ludovico	Louis	en
luger	to mourn	en
lugubre	mournful, lugubrious	en
lumbagine	lumbago	en
lumbar	lumbar	en
lumbo	loin	en
lumbo de bove	sirloin	en
lumbrical	lumbrical	en
lumbrico	earthworm	en
luminar	luminary	en
lumine	light	en
luminescente	luminescent	en
luminescentia	luminescence	en
luminescer	to luminesce	en
luminose	luminous	en
luminositate	luminosity	en
luna	moon, caprice, whim	en
luna de melle	honeymoon	en
lunar	lunar, moon	en
lunate	lunate, lunated	en
lunatic	lunatic, whimsical, capricious	en
lunation	lunation	en
lunch	lunch	en
lunchar	to have lunch, lunch	en
lunedi	Monday	en
lunetta	lunette	en
lunula	lunule, moon (of a fingernail)	en
lunulate	lunulate, lunulated	en
lupin	wolfish, lupine	en
lupino	lupine	en
lupo	wolf	en
lupo cervari	lynx	en
lupo de mar	sea wolf, wolf fish, sea dog, experienced sailor	en
lupulin	lupuline, lupulinous	en
lupulino	lupulin	en
lupulo	hop	en
lupus	lupus	en
lusitan	Lusitanian	en
Lusitania	Lusitania	en
lusitano	Lusitanian	en
lustra-scarpas	bootblack, shoeblack	en
lustrage	glossing, lustering	en
lustral	lustral	en
lustrar	to polish, give luster to, purify, lustrate	en
lustration	lustration	en
lustrina	lustring, lustrine, luster	en
lustro	luster, sheen, gloss, chandelier, lustrum	en
lustrose	lustrous, shining	en
lut	lute	en
lutheran	Lutheran	en
lutheranismo	Lutheranism	en
lutherano	Lutheran	en
lutheric	Lutheran	en
lutista	lute player, lutist	en
luxar	to luxate, dislocate	en
luxation	luxation, dislocation	en
luxo	luxury, luxuriousness	en
luxuose	luxurious, deluxe	en
luxuria	luxuriance, rankness, lust, lustfulness	en
luxuriante	luxuriant, rank, wanton, licentious	en
luxuriar	to luxuriate, grow rank, be wanton	en
luxuriose	luxuriant, rank, luxurious, lustful, wanton, licentious	en
lycanthropia	lycanthropy	en
lycanthropic	lycanthropic	en
lycanthropo	werewolf	en
lycopodio	lycopod, Lycopodium	en
lympha	lymph, sap, juice circulating in plant tissue	en
lymphatic	lymphatic	en
lymphatismo	lymphatism (lymphatic temperament)	en
lymphocyto	lymphocyte	en
lymphoma	lymphoma	en
lymphomatosis	lymphomatosis	en
lynchamento	lynching	en
lynchar	to lynch	en
lynchator	lyncher	en
lyra	lyre, lyrebird	en
lyric	lyric, lyrical	en
lyrica	lyric poetry	en
lyrico	lyric poet	en
lyrismo	lyricism	en
lyse	loosing, dissolving, lysis	en
lytic	loosing, able to loosen, lytic, pertaining to lysis or a lysin	en
ma	but	en
macabre	gruesome, macabre	en
macadam	macadam, pavement	en
macadamisar	to macadamize	en
macadamisation	macadamization	en
macaron	macaroon	en
macaronea	macaronic composition, macaronics	en
macaroni	macaroni	en
macaronic	macaronic	en
Maccabeos	Maccabees	en
macedone	Macedonian, inhabitant of Macedonia, pertaining to Macedonia	en
macedonia	macédoine	en
Macedonia	Macedon, Macedonia	en
macedonie	Macedonian, pertaining to Macedonia	en
macellar	to butcher, slaughter	en
macelleria	butcher shop	en
macellero	butcher	en
macello	slaughterhouse	en
machiavellic	Machiavellian	en
machiavellismo	Machiavellism	en
machiavellista	Machiavellian	en
machina	machine, engine	en
machina a scriber	typewriter	en
machina a suer	sewing machine	en
machina a/de acutiar	sharpener, sharpening machine	en
machina centrifuge	centrifuge	en
machina de calcular	calculating machine	en
machina de scriber	typewriter	en
machina de vapor	(steam) engine	en
machina dynamoelectric	dynamoclectric machine, dynamo	en
machina infernal	infernal machine	en
machinal	mechanical	en
machinar	to machinate	en
machination	machination	en
machinator	plotter, machinator	en
machine a suer	sewing machine	en
machineria	machinery	en
machinista	machinist	en
machopolypo	machopolyp	en
macie	leanness, thinness	en
macro-scelide	elephant shrew, Macroscelides	en
macrocephale	macrocephalic	en
macrocephalia	macrocephaly	en
macrocosmic	macrocosmic	en
macrocosmo	macrocosm	en
macrocyste	macrocyst	en
macroscele	macroscelous, long-legged	en
macroscelia	macroscelia, long-leggedness	en
macroscopic	macroscopic	en
macroseismo	macroseism, major earthquake	en
macula	stain, spot	en
maculabile	spotting easily	en
maculamento	spotting, staining	en
macular	to stain, spot	en
maculate	spotted, speckled, flecked	en
madonna	madonna	en
madrigal	madrigal	en
maestra	mistress, female teacher	en
maestrabile	teachable	en
maestral	masterly	en
maestramento	instruction, training	en
maestrar	to master, instruct, train	en
maestrative	instructive	en
maestria	mastery, skill, dexterity, worthy of a master	en
maestro	master, lord, owner, teacher (man)	en
maestro carpentero	master carpenter	en
maestro de cappella	choir master	en
maestro de ceremonia	master of ceremonies	en
maestro de ceremonias	master of ceremonies	en
maestro de schola	school master	en
maga	enchantress, sorceress, witch	en
magazin	warehouse, storehouse, store, shop, magazine	en
magazine	magazine	en
magazinero	warehouseman	en
magia	magic, witchcraft	en
magia blanc	white magic	en
magia nigre	black magic	en
magic	magic, magical	en
magico	magician	en
magis	more, rather	en
magistral	magisterial, magistral	en
magistrato	magistrate	en
magistratura	magistracy, magistrature	en
magistro	master	en
magnanime	magnanimous	en
magnanimitate	magnanimity	en
magnate	magnate	en
magne	great, eminent	en
magnesia	magnesia, magnesium oxide	en
magnesian	magnesian	en
magnesic	magnesic	en
magnesium	magnesium	en
magnete	magnet	en
magnetic	magnetic	en
magnetisar	to magnetize, mesmerize	en
magnetismo	magnetism	en
magnetismo animal	animal magnetism, mesmerism	en
magneto	magneto	en
magneto-electric	magneto-electric	en
magnetron	magnetron	en
magnific	magnificent, munificent	en
magnificar	to exalt, extol, magnify	en
magnification	exaltation, act of exalting or extolling	en
magnificente	magnificent, munificent	en
magnificentia	magnificence, munificence	en
magnitude	magnitude, greatness	en
magnitude absolute	absolute magniture	en
mago	magus, mage, magician, sorcerer	en
magre	lean, thin, meager	en
magressa	leanness, thinness	en
magrir	to become lean or thin, reduce	en
mahagoni	mahogany	en
maharaja	maharaja	en
maharani	maharanee	en
mahatma	mahatma	en
mahdi	Mahdi	en
Mahomet	Mohammed	en
mahometan	Muslim	en
mahometano	Muslim	en
mahometismo	Islam	en
mahometista	Muslim	en
maio	May	en
mais	(Indian) corn, maize; but	en
majestate	majesty, Majesty	en
majestatic	majestic	en
majestose	majestic, majestical	en
major	greater; major (army), person who is of age; of full age	en
major general	major-general	en
majorar	to make greater	en
majordomo	major-domo	en
majoria	majority	en
majoritate	majority	en
majoritate absolute	absolute majority	en
majuscula	capital, capital letter	en
majusculas	capital letters	en
majuscule	capital	en
mal	bad, evil, ill; badly; bad, badness, illness, pain, ache	en
mal avisate	ill-advised, imprudent	en
mal caduc	falling sickness, epilepsy	en
mal de capite	headache	en
mal de mar	seasickness	en
mal del aviatores	airsickness	en
mal del pais	homesickness	en
mal educate	ill-bred	en
mal fama	ill repute	en
mal fide	bad faith	en
mal herba	weed	en
mal informate	misinformed	en
mal manieras	bad manners	en
mal nascite	lowborn	en
mal sanitate	poor health, bad health	en
mal tempore	bad weather	en
mal voluntate	ill will	en
mal-intentionate	ill-intentioned	en
malaceas	Malaceae	en
malacee	malaceous	en
malade	ill, sick	en
maladia	illness, sickness	en
maladia cardiac	heart disease	en
maladia cutanee	skin disease	en
maladia vascular	vascular disease	en
malaria	malaria	en
malaric	malarial	en
malay	Malay (member of the Malayan Race, Malay language)	en
Malaya	Malaya, Malay Peninsula	en
malcontente	dissatisfied, malcontent	en
maledicente	slanderous	en
maledicentia	slander	en
maledicer	to curse	en
maledicte	cursed, accursed	en
malediction	malediction, curse	en
malefic	malefic, harmful	en
maleficente	maleficent, evil-doing	en
maleficentia	maleficence, mischievousness	en
maleficio	evil deed, mischief	en
malevole	malevolent	en
malevolente	malevolent	en
malevolentia	malevolence	en
malfacer	to do evil, wrong	en
malfaciente	maleficent, harmful	en
malfactor	malefactor	en
malfamate	in bad repute	en
malformation	malformation	en
malgrado	despite, in spite of	en
malgratiose	churlish, rude	en
malgre	in spite of	en
malia	mesh (of a net), stitch (in knitting), mail-armor	en
maliar	to net	en
malic	malic	en
malignar	to be malignant	en
maligne	malignant, malicious, malign, harmful	en
malignitate	malignancy, malignity	en
malitia	malice	en
malitiose	malicious	en
malleabile	malleable	en
malleabilitate	malleability	en
mallear	to hammer, hammer out, thresh (grain)	en
malleo	mall (mallet used in game of mall), sledgehammer	en
mallette	mallet	en
malnutrition	malnutrition	en
malo	apple	en
malodor	malodorous	en
malsan	unhealthy, not in good health, unwholesome	en
malsonante	ill-sounding, offensive, scandalous	en
malt	malt	en
maltar	to malt, convert into malt	en
maltator	malter, maltster	en
maltosa	maltose	en
maltractamento	maltreatment	en
maltractar	to maltreat	en
malversar	to be guilty of malversation or corruption in office	en
malversation	malversation, corruption in office	en
mama	mum	en
mamilla	mamma	en
mamillari	mamillary, pertaining to the breast, mammiform	en
mamillate	mamillated, mamillary	en
mamilliforme	mamillary, mamilliform	en
mamillon	mamelon	en
mamma	mamma, mama, mother	en
mammal	mammal	en
mammalogia	mammalogy	en
mammalogic	mammalogical	en
mammari	mammary	en
mammifere	mammiferous	en
mammifero	mammal	en
mammiforme	mammiform	en
mammona	mammon	en
mammut	mammoth	en
manar	to flow, trickle, emanate	en
manata	handful	en
mancar	to be lacking, be deficient or missing	en
manchette	cuff (of a sleeve)	en
manchu	Manchu, Manchurian	en
Manchukuo	Manchukuo	en
mancipar	to make over or deliver up as property	en
mancipe	purchaser	en
manco	lack, want	en
manco de bon gusta	lack of good taste	en
mandante	principal, mandator	en
mandar	to order, send	en
mandarin	mandarin, Chinese public official	en
mandarina	mandarin, tangerine	en
mandarinato	mandarinate	en
mandariniero	mandarin (tree)	en
mandarinismo	mandarinism	en
mandatario	mandatary, mandatory, attorney, agent	en
mandato	order, command, Law, mandate	en
mandato postal	postal money order	en
mandibula	jaw, mandible	en
mandibular	mandibular	en
mandola	mandola, mandora, pandora, pandore, bandore	en
mandolino	mandolin	en
manducabile	edible	en
manducar	to eat	en
manducar al carta	to eat à la carte	en
manducar le parolas	to mumble, chew one’s words	en
manducar un persona vive	to eat someone alive	en
manducation	eating	en
mane	morning, early in the morning	en
mane vespere	tomorrow night	en
maneabile	easy to handle, manageable	en
maneabilitate	manageability	en
maneamento	handling (of a tool, instrument)	en
manear	to handle (a tool, instrument), manage, train, break in	en
maneo	stratagem, trick	en
manese	Manx	en
manganato	manganate	en
manganese	manganese	en
manganic	manganic	en
manganifere	manganiferous	en
manganite	manganite	en
manganose	manganous	en
mangiabile	edible	en
mangiar	food; to eat	en
mangiator	eater	en
mangiatoria	manger, crib	en
mania	mania	en
mania de persecution	persecution mania	en
maniac	maniac	en
maniaco	maniac	en
manica	sleeve, hose, channel, strait, handcuff	en
manichetto	muff	en
manico	handle (of a hammer, broom, plow), neck (of a violin)	en
manicuro	manicurist	en
maniera	manner, way	en
maniera de viver	way of life, way of living	en
manierar	to fill with mannerism, make affected, stylize	en
manieras	manners	en
manierismo	mannerism	en
manierista	mannerist	en
manierose	well-mannered, mannerly	en
manifestar	to manifest	en
manifestation	manifestation, act of manifesting, public demonstration	en
manifeste	manifest	en
manifesto	manifesto, manifest	en
manilla	bracelet, shackle	en
maniluvio	maniluvium, bath for the hands	en
manipular	to manipulate	en
manipulation	manipulation	en
manipulative	manipulative	en
manipulator	manipulator	en
manipulatori	manipulatory	en
manivella	crank	en
manivellar	to crank, turn a crank	en
manna	manna	en
mannequin	mannequin	en
mano	hand	en
mano morte	mortmain	en
manographo	manograph	en
manometro	manometer	en
manomorte	mortmain	en
manovra	operation, shunting, switching, seamanship, maneuver	en
manovrabile	maneuverable	en
manovrabilitate	maneuverability	en
manovrar	to operate, put and keep in operation, maneuver	en
manovras	maneuvers, rigging, tackle	en
manovrator	maneuverer	en
mansarda	mansard, garret, attic	en
mansuete	tame, gentle, mild, meek	en
mansuetude	tameness, gentleness, meekness, mildness	en
mante	mantis	en
mantelletto	mantelet	en
mantello	coat, mantle, cloak	en
mantello del camino	mantel, mantelpiece	en
mantenentia	maintenance	en
mantener	to maintain, keep in the same position or status, adhere to an opinion	en
mantener le equilibrio	to keep one’s balance	en
mantener le pace	to keep the peace	en
mantener le statusquo	to maintain the status quo	en
mantenimento	maintenance	en
mantenitor	maintainer	en
mantic	mantic	en
mantica	manticism, mantic, divination	en
mantilla	(Spanish) mantilla	en
manual	manual, handbook	en
manufactura	factory, manufactory, manufacture, fabrication	en
manufacturar	to manufacture	en
manufacturari	manufacturing	en
manumission	manumission	en
manumitter	to manumit	en
manuscripte	manuscript	en
manuscripto	manuscript	en
mappa	map	en
mappa mural	wall map	en
mappamundi	map of the world	en
maquerello	mackerel	en
mar	sea	en
Mar Adriatic	Adriatic	en
Mar Baltic	Baltic Sea	en
Mar Caribe	Caribbean Sea	en
Mar Caspie	Caspian Sea	en
Mar de China	China Sea	en
Mar del Nord	North Sea	en
Mar Egee	Aegean sea	en
mar grosse	heavy sea	en
Mar Icarie	Icarian Sea	en
Mar Morte	Dead Sea	en
Mar Nigre	Black Sea	en
Mar Tyrrhen	Tyrrhenian Sea	en
marabu	marabou	en
marabut	marabout, Muslim saint or hermit	en
marasca	marasca (cherry)	en
maraschino	maraschino	en
marca	marchland, march; mark, trace, impression, sign, indication, stamp, brand, label, marker	en
marca de fabrica	trademark	en
marcar	to mark, indicate	en
marcate	marked	en
marcator	marker	en
marcer	to wither, wilt	en
marcescente	marcescent	en
marcescentia	marcescence	en
marcescer	to wither, wilt	en
marcescibile	withering, wilting, liable to wither or wilt	en
marcha	march, military, processional	en
marcha fortiate	forced march	en
marcha funebre	funeral march	en
marchar	to march	en
marchesa	marchioness, marquise	en
marchesato	marquisate	en
marchese	marquess, marquis, marchioness, marquise	en
marcide	withered, wilted, languid, weak	en
Marco	Mark	en
marco	mark, unit of weight for gold and silver	en
marcor	withering, wilting, decaying, decay, languishing	en
marea	tide	en
marea alte	high water, high tide	en
marea basse	low water, low tide	en
marechal	marshal, field marshal	en
marechala	field marshal’s wife	en
marechalato	marshalship	en
maremma	fen, salt marsh, maremma	en
margaric	margaric	en
margarina	margarine	en
Margarita	Margaret	en
margarita	pearl, daisy, marguerite	en
marginal	marginal	en
marginar	to leave a margin on, make marginal notes on	en
marginate	bordered, marginate	en
margine	margin, border, edge	en
marginose	with a wide margin	en
Maria	Mary, Marie	en
marian	Marian	en
marianismo	Mariolatry, excessive veneration of the Virgin Mary	en
Marianna	Marian, Marianne	en
Mariannas	Marianas	en
marin	marine, of the sea	en
marina	marine	en
marina de guerra	navy	en
marina mercante	merchant or mercantile marine	en
marinada	marinade	en
marinar	to marinade, marinate	en
marinero	sailor, seaman, mariner	en
marino	seaman	en
Mario	Marius	en
Marion	Marion	en
marionette	marionette, puppet	en
marionettista	puppeteer	en
marisco	marsh, bog	en
marista	Marist	en
marita	wife	en
maritabile	marriageable	en
maritage	marriage, wedding	en
maritage de convenientia	marriage of convenience	en
marital	marital	en
maritar	to marry, unite in wedlock	en
maritar se	to marry, get married	en
maritime	maritime	en
marito	husband	en
marmelada	jam, preserves	en
marmelada de oranges	orange marmelade	en
marmita	pot	en
marmorar	to marble, marbleize	en
marmorari	marble	en
marmorator	marbler, marbleizer	en
marmore	marble	en
marmoreria	marble cutting, marble works	en
marmorero	marble cutter, marble carver, marble polisher	en
marmoriera	marble quarry	en
marmorisar	to marmorize, marbleize, marble	en
marocchin	Moroccan, morocco, maroquin	en
marocchinar	to dress (skin) like morocco	en
marocchineria	(action or process of) dressing morocco, trade in morocco (leather)	en
marocchinero	morocco dresser, morocco dealer	en
marocchino	Moroccan	en
Marocco	Morocco	en
Marquesas	Marquesas (Islands)	en
marquis	marquis	en
marquise	marquise, marchioness, marquee	en
marron	chestnut, edible nut of the sweet chestnut tree	en
marroniero	(sweet) chestnut tree	en
Marte	Mars	en
martedi	Tuesday	en
martellar	to hammer	en
martellator	hammerer, hammer operator	en
martello	hammer, hammerhead (shark)	en
martial	martial, pertaining to war, warlike, eager to fight	en
Martin	Martin	en
martin piscator	kingfisher	en
Martino	Martin	en
martio	March	en
martyre	martyr	en
martyrio	martyrdom	en
martyrisar	to martyr, martyrize	en
martyrologio	martyrology, register of martyrs, histories of martyrs collectively	en
marxismo	Marxism	en
marxista	Marxist, Marxian	en
Maryland	Maryland	en
marzapane	marzipan, marchpane	en
masca	mask	en
mascar	to mask	en
mascar se	to put on, assume, a mask	en
mascara	mask	en
mascarada	masquerade	en
mascarar	to mask	en
mascotte	mascot	en
mascule	male	en
masculin	masculine, male, manly	en
