@rowCount	3392
w	d	n	t	s	q	g	r	v	b
ei'e	{ei'e} - irrealis attitudinal: competence (ja'ai)\n{ei'enai} - incompetence (nai)	Meaning identical to the old meaning of {e'e}	experimental cmavo	UI1	LNNPPNPOQLTOUONNONLOOTNQOPOLQPOPPORRNQPOOMNKRPLNOOGOQOOONOMORRRRRPOJOQNONROLSQOONSNNMNOLPPNPQPQMNNLNNRLRKNMKNPOJPMNVKQONQONNPLMOPQJPLMMPMPNRJPRTQMORQTPMOQSQJPRPLPNMNPPPLPMPQLPLNQNPTLOJNSNQOMLTOONLROOPPQNIMKQOLRONQNSRSORONPMOTNLRONSQMNLLNROOOMLPTONLKQSMILPNJQONMMJNMOJONOLMQLSMRNPPRLOOSMQRNRSSSRQNOLMOKQPMOLMPOROSSLRNJOOOOMLMONMPQPOONNRQQVPQTRKMNNKSJNQORLNNRNNJOROPPNNPNLNQLPQNQLLOUQQM
ei'i	{ei'i} - irrealis attitudinal: constraint (ja'ai)\n{ei'icu'i} - independence (cu'i)\n{ei'inai} - resistance against constraint (nai)	Meaning identical to the old meaning of {e'i}	experimental cmavo	UI1	JOOPROQNRNUKWNNLNMJQMPNQOOROROMPNRQPKMNNNOSMQPLOLPLPOQQOMNNORQOQQPONOSOOLPPMVPOOMSSOPJPLTQPPRRSMNNLORQNULLMILORMQLJRMPRKONLNNLLONPLKMLJQKPMSKPRQROPOPPPNNPPLJOQPOPMNNPOQKPQORMONMOJPRMQHMQMTNLPTNQKLSPMPOQPNPLRPGQNPLNROSLQNMOQOQOLMOKQORQOMLRROLPLQQPOJOPRNKONNIQMPNNKOOPNPOQMLPKROTNOMPNOMSMPQMQRQRONQPNLNOORKONOQNPQSTPONKPOONKJLROOLPQRRQNMSPQPOQSMNNOMSMMQNOMMRQONJLOOQPQMPOLLQNOPOONOOUOPK
jesymabru	$x_1$ is a hedgehog/spiny anteater of species $x_2$.	general term for spiny mammals; see also {ernace}, {zalgosu}, {jesyratcu}	lujvo		MNPMKLRMNQUKNOPRONOPPOOOLMOMOONRNOQMPNSSSNPLLNNMOPMOKORPSMNOQRSPNLMOROMNNPJPUOSNJOOOPPLOKNOMQPQLQMJOONQOKMLMRNNJNPOMLNONRSMMSLNOQSPINPNNMQNNKPKOLONNNQMPNLOJKQPMMSLKNIOQQIOPLNNMOMONRPOMQOJPROPNNNMOPQPPTOQNPSMOOPMLLQQPPNMOMOLOJQNQNOURKLJPPKWRQPQOQLKOQNTMSNOPNMOQLNKNNMRRPNMQOROOULMPMMQOOMNSJLNLPNUUPOPSMLPRNSRPOMLWQLPOKOOOPNQNPOOLRORMOQQQQRQRONOOKRNQMOOQNNNSONTQOMRQOMOLPKNRNONQNOOQPPQO	hedgehog;spiny anteater		jesni;mabru
jesyratcu	$x_1$ is a porcupine of species $x_2$.		lujvo		PNQOJKWMQOSGOOPMQLQMQROONNMNOOORMOQOROUTNMQOOOLPMMOLLOQQPNQPOTSNMKNOQORPOPGRQLONLPPOPOMMILMMPSMNNNIRNOMQMNPRTONLMOMPMOLNPRLOOMQORPRMOLKOMNKLJRNPKPNQNSPPOONLLRNKPPNKPKNPPLNQPRMOMLQPNQONQRRQSPPOMQLRQOLNRQQLSOMOMNNNOQRRQOKROLJOMPNNMMORNOKMMLOQPRMOMLILMQQLPNLMKMOQPJLPMNPWQNONLQSLVKPMOMOOQPNTOPMSOMQQJQPPINQRMOPNRNOUPPNPOLQOOOOOONPNTOSPLQOPQQOROSNOLQPSLOPPNPPQOOQNNLOQQPPPNPNQPPKPNMMLSQSP	porcupine		jesni;ratcu
jesyspa	$s_1$ is a cactus of species $s_2$.		lujvo		PQPRLKUNQPUHSRPMNMPPQTQQNPKOQNMUNQRQQORROLPOKPMORLKNLQRPPLQNPRSQMNLMOOONOPHRTLLONPQOQQOMIJPOPRMMRJLRRMOQLNNPRNPLJPLSNOLMPONPRMMOQRPJOLNOKLOPKTPRLOMONPMOMOPLMPPKPRMNQLLPPOPQPOOLMNNQONOLPQNPQLLPMQKRRQKRTQOMPNNSMQPNNQRONNKQPLJOORNSNKPSLLMOOKSQPRLQMNKKNPSMMMKMINNOJHMRNMQUONQRPNQMSMROQPLOQPOPPQKNNQRPIPOQINORPNOORPOQNOOOPNROOPMMPNRLSPPNMROMRSOPLONOKQQRPOOOLOPPNNRPTNNRPPQMLORPONLOQNMPSSSN	cactus		jesni;spati
jesystani	$s_1$ is a thorn of plant/species $s_2$	{stani} {jesni}	lujvo		MORROPQMRQXKRNMRKPNPQRPQNNLPQMNSMOQTPLSSPMRMMPMONOONKQPOPPPQSRPPKNLOPOQOOQJPRQOOHROOOSMNLOQPPRORSNIOPPMPNKJKPOPJHNLNNOOOPPMMPMNOPQNGLONNKLLPJMNOOOMMOQLONMQKNQPMOPLMMMMPROSNPQOJMLPPTRQNOQKPQMSOPLLPPONNPQONPOOPHLMOPPPNMMLPLMLOORSQKNOOMPIPNNRPTROQLOMNOOWKNMQMJPMNOJOPRMRSQLNROQRPUNNKLPKMONMRLOLMMMOSLOOPNLPOOPONNKQUQOOPKOQOOQQLPOOOSRQPLRRMPQQQPONONPNMNOTPOPNRRORQQNNRLNQRNMOOOKKPRPOPSNRT	thorn		jesni;stani
jetfrica	$x_1$ and $x_2$ have a different truth value; only one of $x_1$ and $x_2$ is true	See also .{onai}, {jetydu'i}, {kaxyje'u}, {vlinyje'u}.	lujvo		OMQPPNQKUNVMUPVPMMKOOONOPOMMSQNQNQROONQQIIPNMTLROPOTLOQRINNMLSORQNLONQQONQJPVNNRKPQPPOKKLRRNTTSMPPKOPOMOPLNLPNPKRLLRMPMKLOPPNIOOMPNKLPKSKPNOJONONQNPOONQLQSONPOMTPMQLOMPKNKLPOMJMIPSNPSJORLOMNROMPMMPQPRSOPLNPSRLNORNRQLPPKLPMPOMRNMOMQNQPMMMNPQQQLVOOKQPPPRQPMNNNNMLLMOPKNROMPMPLRMQNROMOOPRPNQLQOSNMPOKMNQMLPPLPOPNQRQMRNPOMOONMOLONPLPNQPILQLNNPPQPOMMQNOOQRMQORNOONPRNLSNOOJMMOOQMRPOSOOUPQN	exclusive or;XOR		jetnu;frica
jetkai	$x_1$ is genuinely $x_2$ (ka) by standard $x_3$	E.g. "genuine money", as opposed to counterfeit. See {jetnu}, {ckaji}, {jifkai}, {markai}, {virtukai}	lujvo		JMROQKPNTOTLTPPLRNPPPNOMTMOPSMMTNQPTOMROJIPMOUORNNMQKQOPOONMNTPPLQKNPRSNOPJORNMSKPPMNPLMOPQPOQPMPOOMORLMRLOKSMQJOKORKOLNNRPMOMROMROLKOLQMPPRJTNSKNPPOOQOKNRSOPNMRPLQOOPONOKRMPMLMKPPPRMKOQMPNMQPOOONNPPQOQNJRQRSLQPNNPTJQPKLPPLOMRMRLNPPPRMLMNPLPRMRSNKNORPOQOQTMPOLNOOMQMKSNINJOKPNPQRPNPQQRNOPOPQQLOPPLMLMMPOOQNQOPMLPKSNPMOQONOPLMONKPJSKKKMPMNQRPQOJLSPRLPPMRMQORNPNPMKQONRNOPSNNNOPNRPOVQTO	genuine;genuinely		jetnu;ckaji
jetka'u	$x_{1}$ is a quantum.		lujvo		NPLNJMRNQLSORQPOMJOPQQMOROPNUQMRQQPRSLOOMLQOOTOPMMOSMRPMOPLONQPOPPKJONPKMSMNTORQKLRSPSMOLNLOQRQOSQLQQQMPMMQPQKPLLIMMLSLNMPKPOLNOORPMNQNOJOPOMQSOLNQLOPLRPQROOPNQLMNOPPOOPMNMOMQLPKOOOQRJSRKRPNROMNONPRLOUOONOMORNMMONONKNMMMQRIOIQMQKLSNNPQPOOPPOPNQPOOMPTSOTNMMLOMLRNNJPNNUROPRNNTOSQOQKRSPNNRPLOKQLKPRNOLMONPSPRMPONQSMKLSLONOPKOHROOMPLSNJOQMOMQQRORNKOPRNMOPPPLPQNRNPLJSNNPONOMROMLPKKNSQRPM	bit [binary digit; computer unit]		jetnu;kantu
jetlai	$x_1$ has truth-value $x_2$ under metaphysics $x_3$ on scale $x_4$.	See also {jei}	lujvo		PONRPPQNSORMQRSNOPKNQPPQNNLKSNMVMPPSROQQLLQMOPMOLPJSKQRQNLNLOSMQQSMLMPQPOQNPTOQRMONQOMMLMQQOOTOOLNLNQRMRNKOKQOQKQKPNNPLJMPOQPJOONPRKNPKOOPOVLMOPLQMNSNPNNOROIQMNROLOLOOLNPLLPOQLMIPNPOTNOSKPQKOPMPJLQPOSONNKNMOTJLNOROPMNKLLSOLOJOKTPOOQOOMOKNNORLLUPOISOQQMOOONLOLORKMROONONNOMOLRLPPOQLNNQRPMSMSNRNMQPMOJQNLQQNOQMQLORMTLOMLMONMQONQQMOQRPJSQNQNPOSROLPQKROQRNQPSNNQNNRQMSOQMPMQRQNLPOMQMMWPQM			jetnu;klani
jetmlu	$x_1$ (du'u) seems true to $x_2$ by epistemology $x_3$	See also {simlu}, {jetnu}, {faumlu}.	lujvo		OMPRONSLSQTNTORPNRPQMNNQOOONSOKSLOSVRMPPLLRLOQMPMMIPMNPRMOOMRRNOOQNMMQOTORMNVPNQMQOONNKMKPSOOSPPNMNNNRMOPLOLSOOINNNOLNKKNQPOQMQOOOPKNQLPPNPRIPMQKQNOMOMNMNTOLQOOPPKNPOONPPKJRPOKNJPQSRRLNTOOPKQSKQLJNROQMPOJLQMRMLQNRSQLROLLRPLOKQOPNNPPNQMLJOONUPNRPJJQPRRSNMMOKPMMLPOPOKLNONOMNKQMQNQPOOMOQPKSNPOSROMOJONUNMRQLNOLQLNQNRNMLLOOPNSNNQPOOKQNNRPNNLOQROQNNQLTLQOMQOPKRNOMQLNRNPRPNOQRQLPPORNMURRP	seem true		jetnu;simlu
jetpai	$p_1$ judges the veracity of $p_2$=$j_1$ by standard/epistemology/metaphysics $x_3$=$j_2$.	Cf. {tcica}, {stace}, {jetnu}, {jitfa}.	lujvo		PQMPOOQMRPTKTPPRPONQOONQMMKLROKSNOQSRNPOOMQNNROOKOLQNRQPONLJOSMPMQOMPQMRQQKOTNPPKMNOPPLNOQSNQTMPNPPPPRKQQLMKRLOKONPQLOLKNRNOQNPOPQOJKSKPOPQRKMNRJOMNPOLQJOSQOQPNSOLOPRRNNONLNNLJNKOOUSQLMSMPPPQQNNJLPMNQQPOHPMKRMPPQQOONQNKMROKOKPMRNNNOMNHLKOONPOKTTNIRNPTMPOMNNNLKQNPOMMLMPMLMPLOKOPQNNNNQRPLTMSPSPPMRKPPTMOSNOLQLQLOOLOOMLLOOMMRNLRSNPLQMLONMQQPQPPQIOPLSMPQPPMQONOPQQOORSNQQPPSNPJOQQPKLUSQN	judge		jetnu;pajni
jetrinsku	$x_1$ makes $x_2$ (du'u) true by expressing it (performative act); $x_2$ is true because $x_1$ claims it to be so	See also {ca'e}, {ca'engau}.	lujvo		PNRPPMRKSPRNRQUOROOPUNOPRNNLTPMQMNOTOLSPLKSLOTOQMOIRMMPQMNNLNUPOOQNKNQQONSKNUPMRNOPNKOLMMPSPOQONNNOLOSMMPLPNPPQJRONTKPKNORPOOJPOMNPLLOMPNQOLJROOMPOPNPMPKOTPJOOLPOOPMPQPMOKNNPKMPLQRRSQLPSOONKORKMOMNOOPPOPJNNORMOPMQRQKNSKJPQLOLSNOMNQMOQLKIONORQNTNPMPNQQRSONRJPMNMOOMQJLSPMOLNOOMQPSPPKKOPPOOMPORQQOQLOJRMNPROONLNPPQITNNNLPOMPQNLPQMQIRLLNQMMPOPQNONMQMQJRQMPOQJQNQNPOMTOPPMOOPNNNPSNTPOUSSN	performative		jetnu;krinu;cusku
jetsmi	$x_1$ seems to be the case to cognizer $x_2$.		lujvo		OKONNMULSOWLRPOONJMLOQNPOPOKSNMROQORQMPPLKQNPRNNMMMLNNNROPPOLPQONPOLQQSNLONQSLSNNSOOSPKKNONLPRKNQSKPNPNPNLSNULLLNNORNNPMOOKOPNLOQUPMNNLOMPQPJNOOJRJNPQOQNQSOPQNPPNLOQPPPNNOMNMPJKNLQTRQNQPONPPQSOMMMQNNNPQMKPOQONORNPOSLNOKRROHOKPNQLMTONNPMKOSNTRNQQOJQNSPMNOMOMPJKLPLPOMOSPLNNPRONLNLRNMMNQONMPPQRSMRSMMLMIONMMMPOPPLTPOJPNOMOLOTKPPNMONOLLNOMQTNOPQOQKQMVLOOQSNPPROOPOKNUPOTMQPTPNPRPQPKOVNPO			jetnu;simsa
jetycipra	$x_1$ is a test for determining whether $x_2$ is the case.	See also {cipra}.	lujvo		OPQPQNRMROVNTQQNOKOONOMNNPOLRRNSNRRRQLQRLGSMOSLRLNNONPPOPMMMOQQQPPNKOPQONTLNULSQLOOQOROLMOSOOQMMOQMPPPNOMMPJSKNLRLMOKQLORQNNRLNONNPNKOMRKRPPKPOSKOMPQKOQKOSOOPMOJPMPNPOOLMNNOOKIMLRMSQQNMQMROMPSLNMMRPPPSQNJOQPMMMQOOPPLLKLONPPOKQMPNJUONQLKLPOQNMKTPOMPMSSLRPNNKSMMSKNOOOPSOQQMRMONSQOPKLLQQQOSKPNQQOPQLLOOLMPPNKMPMOQRLONPKNOOMKQJNPMLRKPPJNNNOOPSPQPPMSPRKNQQOLQRQPRNNNNRPMNOOMPMMMNRRSLNVSTM			jetnu;cipra
jetydu'i	$x_1$ and $x_2$ have the same truth value; either both or none of $x_1$ and $x_2$ is true	See also .{o}, {jo}, {gi'o}, {go}, {jetfrica}, {kaxyje'u}, {vlinyje'u}.	lujvo		PPPPOONKUMSLUPUPMMNNPNMOPQNOROMOJRQOONQQIIPMMULRPNNSMOQSKPOMLROPROIMNOPPORIOUNNSJOPQOOKPMSTQQTQPKQLNPMOMRLOLPNRMUOKQJPIMLOQPOIOOMNPMLOKQLNPOLQNOMQOPPNMQNPTQNONMRONRMPLOKPNMQMMLMJRPQRRKOQKPNMQMMPMNQPQPTONLMORPMOOPPRPMOPMMRNROLTNNNOTOROPLKONSOQMTNOMRNQPPQSOPNNMLNJLNQLNQNMOMMJRMOPQPMNPQPPNQKPOSOPPPMKLQNNNPMOMQMQQPMULQPKMOOMONKNQLPNRSIMQNNKQQSONPORLONPQMPOSNONONQMKQNPQLNMNNOLOOOTOOUPQL	both or none;if and only if		jetnu;dunli
jetyja'o	$x_1$ proves / provides evidence for / demonstrates the truth of $x_2$ (du'u) to audience $x_3$		lujvo		KQQPTROORPRJSSQQRORMONQQPMONTPORNMQURMPPNIPMPQSSNNKPNMONONNLQSNOOSONORQPPPJNSMOLOQPMMRMKJPSMNQNMLLOPMPOKOLNNTQTNNQNOKNJJPRPOQJOOOPONMQMNMQPSLOMSKRLPNLPPMNTPNOQMQNMOPLOQPNNNROKKMLRPONRMKQOPQMORHPLLPQNQQQPIKMPSQKQQQQONOMKMOOOONRNNMNRMNQLLLNKLQONSPNMPPOSQQPPRLMNPUNNPRMMOMNPMOLQKRNOQNMNOOQLRNMORQOQRMLNTJMQONLQLPNQPJRLNLMPONOTJMONMQIPOKOQPMNMOROQMORNSLNOJOMTLQOSONPOQPPONKNNLNOPSPRONRUTN	prove		jetnu;jarco
je'utra	$x_1$ pretends $x_2$ is true; $x_1$ behaves as someone would behave if they knew $x_2$ to be true		lujvo		KNRROLSLQPUMSPQONQORPMONNOLLRQLPNONQQNQOKKPNOVNTNMHPOOSSLRQQOTQONULPQQPNMOONSMMQNMONJNKMONPMOROOOPMPOSONNLNLQOPKQMPPNMIKPURQPIOOOOPNMONOPQPOIRLTJQORQPOMNOSPPPNMONLPMOLNONLOONOPNNQQQQQMQPNPQHNPKMMJOOOQLOLJMOMRQMMNOORKNOLKQQOONRORMNRQONILPPOOQNNUONMUNPSQOOOQKPNNMQOKPLJPOOOKNMONPNQPKPMPQNMPJOORROPQJMKNLMPQNNSOLOPSLTOPOLOONPTNKNMOPLQNMNQPLMPSRQLNNPNSLTQMNMNLRNOMNLORLNQLPPSNLPRQNUMRRTPN	pretend		jetnu;tarti
jexru'u	$r_1$ is measured in algerian dinar (د.جDZD) as $r_2$ (quantity), in the Algerian monetary system $r_3$.		lujvo		NNKPMLQPVNULQPOKNOMNPOQPQQMNRQQTOLOONNSOPIRMMRQULSPPMLROPPMQPSPMMORIMMOLPOJLSNPNNORMROSOPNRPPRPOQPNOQQMSKNONONLNPMMQMLQNKMOQPQOOJRQJGQJVONQNNQONMPONNNNQRSNQMOQLNKKNNOKRPMQPLSSLPGPOMNPNKNKMNMOONNOOQPPOVTOQSNPSKRQNOQQKOMNONMNONSLPOLTSQOPLMLRPNPNRNMPPMOQKNPNLPOMMMLKQOQQQPOQMNITOOOSROPOOPPQSLNONQNQOKPJQMPROONOMNMQNOOKOKORONMPLQQONOPPLLNLMMOPMRSNLNNOQQMPMTLPSSOPQPKLORPOOMMSQNONNKNNMSOOK	algerian dinar		jerxo;rupnu
jezyje'u	$x_1$ is the truth value / degree of truth of $x_2$ (bridi) by epistemology/metaphysics $x_3$	See also {jetnu}, {jei}	lujvo		POLPNPQLRNTKROSPOMMPOQOTOQRMSOKVQNQQQORQKKTNOQOPMQOULQPPMNOMPTOOOPLLMMPOMPLLSMNSPPOQNMNMMRROOUNSMNNNONJRPKONQLNLOLPRMPOJMRNOOKOOQQOLLOKONOPUKKOSJQOORQOPNQSPLPPOSNJOMPOMNOLJONPLNKONQQQMNTNNOMQQMOJLRNNOPNOKNMNWLPPNPPNOPLJMROOONOLSONPRPPNMJNNNRLITOOJPPPRNQOPONNMNQKLPOLLOPMPMPNSLPRRNJPNSQQLTMSMSNNNONNNQMMQQMMPOOKNQPPMLKLNOMJNNLRQMQORPJPONQOSOUNQLOROPPRQLRPRPQNNQQNLPOPOTONNOOKOQPNMJSPQN	degree of truth;truth value		jei;jetnu
jezystisni	$sin_1$ signals whether $sin_3$=$sis_1$ should stop; $sin_1$ is a traffic light	also pedestrian signal (jezystisni lo cadzu)	lujvo		POQMNNSNPPUMQPQRQPNOTNPOLOQQSNLQMQMLQKSQMIMKPPMNLJNPNQSNMQRPNUNNNOJMRQNNPQMMSONNJLPQRSKQPNMPRQLMOKLPSPOROLPQQMSKPMJRNQPOPNNOSNQOMRONMPIPKOMOLRPOPKKQPKNPOSPPOQPQOSNNNNKLNMKORNNNQPOONQMQORLONMRPQMMNOOOQTQOLMQPQNNMISQRMJPNRONKOMULNMLSLPSOLOPONPPKRJNJOKRQQLOLNMNONPNLPOQRRMNMOIMQOQPNTOQMQSONROMNPRNUPKMLMLPNOQMORMNMPLOOUKNLOMMJKNOOOOORQKSQOOMNTPOLPOROTNMQQOOPRQORRRLLTQPRLNQPKNMMMQPNOUSRN	traffic light		jei;sisti;sinxa
jetnu zei uidje	$u_1$ is a checkbox in user interface $u_2$.	The definition includes tri-state checkboxes as well. See also: {gribatke zei uidje}, {uidje}.	zei-lujvo		MLNOPNUJQNVKRNPNNIOPOOOOMQONQPNRMQNQQKONJKQMORLLLORRPRPPOPKPMSPPOSJMONMNPONKULPPJQPOPQJLNOSNTQPOORLMPOLNQNOPROLLQLKSKMRMNLKOPLMOQRMPKPNNJOPRKPOOLNNMOONQPUQRMQMNQQNOOQNPRLPONMOOPJPQNPPINSNOOMOOLMIPTPLQTRRKPORQNNNQPKPNLLLNPPMOPOLNNLTNQNMMQPQPPLLRRMOPKPPMQQOLNPMKOLMONMPUNPMOKNOMPQNRLOQPNLQQMPOPSMRQKMMLNNPPMNPOOMNVNMKPLPNOKNOMPOOMRLRPJJRLNSPRUONQKSPQMPPPQNOSQNSQSNJQOPPNPLOMOPPOQQRNSTPN	check box;checkbox
jemnrsapfiro	$x_1$ is a sapphire [gem/polished stone] of type $x_2$ from source $x_3$.	Cf. {kunrsapfiro}, {jemna}.	fu'ivla		JNQSKMTNOKQMOPMPRNORQQPSQQNQUNNRNROQMORPMNQQNPOMLMMQKLRNOJPQPSQOMOMMQKQNNPLOUMLOKQPQOOMQONNRMUNOSOJQQSPOLNOOPNQKILKQLPMOMQMNKLLONUMNKOMOLPRQHQNPNNNMOQLQKQQPNPSPQMONNNOOQNMPNNNNOKMOQSPJNSPOPLNSLNLROOOQRQMJNNOSIPMKLSUMQPHMOMNOOOOPOLQQNPNPOLROROLSNQJMMSONNOOPMPJOOLLPQMNUPPSQQORNPNPNMPOOQOPOLOOOONOSLONNMMPLPQPPSLOTNKNPLKPOOPNNMLROQOONLNOMNRQNSNTMIPPMMLSNSPTSSMPOPJLRLPNOOPQOOLMRPPMMUMPN	sapphire
je nai	logical connective: tanru-internal afterthought x but not y.		cmavo-compound	JA*	RLMOOMRLOOTNLTQOLMPNNPLNNPQKQMLSLNRNPNOLMKPNPROOPPNQNPRTOPMMPPONRPQPLPTOMQKTOPOONVNSSONKMRPPNQSMQPMQORNNNOOMOMNLQKMNNRSLNOPOMJOONPNMOOMNJOMNPOPOPLMPNRMMLQTOMPNLRRQLPLMMQRNQNNNSMLPRPLONPTMQLPNOITHKTLLRMROKLPSLNQQTPPOOKSQQSPOOPSNLNMRKTQRQSOPSPLKNOOMJOSOPMNOOJNQPPMLLNQLPMNMPJPOMRMPPONMOSKSOQKOORMRSLMNRNOROLPOMQOQRPSOPNPPOKKJPQNQOQNOPNMONPNLPROJRNKMONROONPNROTMLMPKRQNMPKNQRPOONQTJQKPQO	tanru but not
jenselte'a	$x1$=$j1$=$t2$ is horrible to $x2$=$j2$=$t1$		lujvo		SPSRLMPPSMTMVQOMPPMROPONNOMORQLQMRORUNROMNPLNSLMNLNOMNQQLROOOQSMPMPMOUNNMQKQUMNRONOMOQKJPNQQRSQOPOJQPRKLPKPPPMNKPJLRMNNPNONOOKPOPONJLONPNPPLIPQOLOMOMPQOMNROOPMNONNNLRLOLPLMQRPKLJQPSVPLQPKOOLRNOLNPNLNRPQQJPOQONPQLMQQLQQKNOOMOLSMOLLUQRRJJLPSOQPMQPPHQKQRROMQOMQMNLLNJPNPRRLNLOLOLOPQPQKNQOLNRJPPOPONOLMMNNROONOMPLNQSKPNNQNRONMQLKMMPRMPQJKMPNPORNQMMPPNRMNRNQOMLOMNQRNNSONQMOLPPLORNNPNPWSUQ	horrible		jenca;se;terpa
jente'a	$x1$=$j2$=$t1$ is horrified of $x2$=$j1$=$t2$		lujvo		TOSRNLSPQMULTLNNOOKSORQOONONTUNPMQNPSNPPLLNLPRKNMKLMMMPOLNOMNPTONNQKQSPMPPMPTNOTQMQKKOJMOPOMQSONONIOOQLNLMMRPMLJPKMRLNRPQPMNRJNOQOMLMPQNLPQLJQLPMQLMJPPSMPQOOQLOMMMONQMPNOKOMSNLKKRQRTRMTQMNMNRMPMOOPNJPQPLJPOSNPPQNNPPOOOLOONMONQIOKMVNPNKMMOROSQMTMMKPMOQSPMPNORNNLLLLPOOVQNOMOOLMPOQQPKMPPMNSKPOOQOOPLLNOLQMOMNNQLNQSKMNOPORONOOLQNMQPLQOMQOMNQPSOQMORRLPKOQLOONLPNQQRNPTOQVMPPPOLORONRNPSSQO	horrified		jenca;terpa
jerdi'i	$x_1$ is a rental/occupancy fee paid for the use of $x_2$; $x_1$ is rent	See also {jerle'i}, {jerxa'u}.	lujvo		OOQRONSMVLUNTONPPOPQQQPNSONRTRMRRNSQPKMRMKSNNSNPLPPRKQPMNNOMMUQRONJNLOLONPOPUPRMLONNLQMLRORNPQONOPLOPPLPMMQNSNNJOJMRJMSNNNJKOKQOOPNNNONTKQTOKNQRQQOQOQRSNPQPOQOOMNLPNOMNOLKNNOQJPOONJSPLNPMLMMRQKHQOQPPOSQNMKPRTMNMNNQTONPNNNLOOMQKMKMQNONGMNNRNONNVNMOQOQOQPRKPLQLNPLLOQKPPQNMIQMQOMPKRNPONRPPSHQSMONMQLOMQROPOLONQLJORMNLQKNNOJMRMQLPRQPRMNNLOOPPSOROOLPOSNLQQPMPOQLPROMMPOQNMNLONMONNRPNPQQPM	occupancy fee;rent		jbera;jdini
jerxa'u	$x_1$ is a tenant residing at $x_2$; $x_1$ rents living accommodations $x_2$	See also {jerle'i}, {jerdi'i}	lujvo		PPQQNNSKRMULSPPQNRRPPQONRONOSROQPPSRPLPPOMRMMQNPLNMRMSQQOOQLPSPSMOJPNNMOKPONSPQNLONNKPKLNNRPQQOLONIQOROQMLPONNOIMLPPKPPMPOJJQJQOOPNPPPMTLQTNJONSPQNTNQQQMLQNKQMPONLOOOJNOLOOPQQJQPOOHSQKNPOLMLOOMGOOSONQSPLLJPNQOLNQNRRNOPKNPLNOLMLMMMROOOGLOQPSRKNSOMMSOQSSPNKOJRMOONJNRKMRSMOKOPPPOOPPMOPORRPRJONNOMONJLMPPLNOLNOQNKPQNOMSIKOOKNPMOKSQSRPNOQOOMONQPPONLOMPPPPQMMPOSNPONLMQONQPQMONNNPNQQOORSQO	rent;tenant		jbera;xabju
jbobau zei po'o zei pulji	$x_1$ is the "J B O B A U   P O h O" police.	{jbobau} {po'o} {pulji}	zei-lujvo		NQRPRORMPPUKTOOOOPNQMPSOKOMNRQOPMSOPUORTNLPNPRNOMLNQOQSNPNPOLTPQNPLNQROOOOMOSONOPLQQNOJLMNQPORLNNOHPORMMNMPQQNQIMNQPISJPQQKMQLPONPPKLQNSOOONINNRLQMQNNOSOORQPQMQLOONOOMOPNLNMPKINLPNNRSLNQNOPNNSPLOQRMNRRPMKNOORJPQNSQSMPPHJPQKOMOMMNLSPNRHKMQSPTPLRPLMRNQSPQPMNLQJMMKMNNMOSLNNPKMNMPOPTONNNPSMSNPPPRORQLOJNMNONNLOQNNTRMPOOOOPONNQMPMMOSLTPLNNLQONPONLPNQKOLRNLMORNRLPLQNNTQORNPMPMQPNQQQLPRQUO
jaldiga	$x_1$=$g_1$ is a bumper on $x_2$=$j_1$, decreasing the collision impact with $x_3$=$j_2$	A metal rail or bar, usually horizontal, for protecting the front or rear of a car or vehicle.	fu'ivla		OQRNOMRSRMTOUOOOPNLQNPNPMSNNQQNNOROPQNQNLKPMQQOQLMQPNOQNMQOPORSNNLOQOVSNNMOLTRPOIOOKLOLPQPNNRSLMQOPPPOLSNMNMOMQKNLILLOOMNMNOQLNONNMKMNMPNPSMNQPOKMIQMONTOSPOMQMPQPMOLOKPNKKONPRLMIONRQMLMOLOMJTONLPSQOOQSRNMPROQJQOJRPQJLMJOOQOOORNNMMRPLNKMMOQNPMLTOJMQNQOOQNONMNMNPKOKQORUPQNQNMRQQRPNOONQQMPSJMNMNOPTNMLNMNNRONNSLLMUNNMOLQLOOMLKLRLMRKQMHOJNNPQQOPOONQOSNJQNRNUQQOTSQMPQORORONPPKOOPQPRPTQPQ	bumper
jambori	$x_1$ celebrates $x_2$ with jamboree, lavish, boisterous party $x_3$ (property of $x_1$)	See also {salci}.	fu'ivla		OSQOMORIPPRLTMPQQONQMKQRSNPOQOQRNQQPTMOSMKQOPPQQMOPSONRRPMQOLUROOKMRPQRLPNLNPPKRKORLKOKONPOPPPNMOMOQNTQNNLOQPPOKOMORKMOIRPNNLOOOPONOOQNKKSRMJMONIPNQNQRQNPURMPQNOLJNMLNROIIRKRQIRLPMOSPKPMNLPKONMOOPPLRPSMPMRORRONQONQUNLNJMQMNOQNOOQMOMMOINOPQQTPNSLNPQJOSJOOOOKOONONLNOMNVROHMNQNOSOOPMPOQPQOQOOPOPPPQKTNROOSPNSOLNKRPOPLOLMPOMMOKNJQPSNOMLPLNOSNRRPQNJPMRJNPOLOOOPMPQNJOONOLQMPQPNLNPOTUMPNPK
